184248438,"2018-01-31T00:00",1,2018,"D10",354915890,66711989592,2094216,"Venda Direta","MA",235938456,"Familia 76","Fungicida","A","Algodão","Venda Bruta",1893.4163178296,255226.01837396334,134.7965663814104
184248492,"2018-01-31T00:00",1,2018,"D10",354916800,66711992274,8355854,"Revenda","PA",235982904,"Familia 76","Fungicida","A","Soja","Venda Bruta",599.18237906,105815.68692025666,176.600131476264
184223235,"2018-01-31T00:00",1,2018,"D11",354915736,66711976155,2126336,"Cooperativa","PR",234769368,"Familia 1","Fungicida","A","Milho Safrinha","Venda Bruta",2396.72951624,309299.76777228713,129.050760912528
184287885,"2018-01-31T00:00",1,2018,"D11",354914959,66711984291,8091152,"Cooperativa","PR",232491328,"Familia 37","Adjuvant","B","Milho Safrinha","Venda Bruta",1150.4301677952,14645.18949487192,12.730185546976251
184330341,"2018-01-31T00:00",1,2018,"D11",354914959,66711996594,8091152,"Cooperativa","MS",232489868,"Familia 7","Outros","B","Milho Safrinha","Venda Bruta",6471.169693848001,79629.28720831987,12.305238616137927
184223262,"2018-01-31T00:00",1,2018,"D11",354914546,66711976191,8092116,"Cooperativa","PR",235961792,"Familia 105","Fungicida","B","Soja","Venda Bruta",1533.9068903936002,172719.33251336706,112.60092356
184283670,"2018-01-31T00:00",1,2018,"D11",354914581,66711990546,1177618,"Revenda","MS",232500344,"Familia 19","Herbicida S","A","Soja","Venda Bruta",838.855330684,48222.289295602626,57.485823278112
184223250,"2018-01-31T00:00",1,2018,"D11",354920419,66711976164,2091396,"Revenda","PR",235987440,"Familia 44","Inseticida","A","Milho Safrinha","Venda Bruta",23.967295162400003,1955.9304201342152,81.60830860892001
184282722,"2018-01-31T00:00",1,2018,"D3",354915974,66711990474,9791336,"Revenda","MT",234081844,"Familia 118","Non Crop","A","Non Crop","Venda Bruta",299.59118953,20098.825118660116,67.08750397563841
184242612,"2018-02-01T00:00",2,2018,"D11",354920321,66712001490,2184838,"Cooperativa","SC",235961792,"Familia 105","Fungicida","B","Soja","Venda Bruta",1198.36475812,140405.5833268198,117.164312764912
